,0
0,0.05197249819811811
1,0.03902214389679992
2,0.06148360649598528
3,0.03310396587510078
4,0.023219693683518283
5,0.048825394940338995
6,0.07943109404780402
7,0.089838396764501
8,0.07801865711006706
9,0.11687540178956546
10,0.05729110253537717
11,0.06625366985266645
12,0.10294435721015782
13,0.08082474493229952
14,0.0898449534607324
15,0.0747710572539596
16,0.05726406391594063
17,0.05020254948525171
18,0.07132226785686313
19,0.0805917706820104
20,0.0783015829841679
21,0.11772780343894385
22,0.01883599626125887
23,0.029380669266856008
24,0.026259343536758517
25,-0.025102295294383792
26,0.03690551123817509
27,0.07127810748297359
28,0.031189716808675882
29,0.04415805757685887
30,0.04909764433679309
31,0.08278647528573857
32,0.11102049784076318
33,0.06347498174848565
34,0.0878923859124422
35,0.09841216696444577
36,0.08275680493730497
37,0.0218839760951971
38,0.07622625453410581
39,0.13240691923156744
40,0.11149447771110954
41,0.046243652751003395
42,0.03493832068331648
43,0.0441604608228604
44,0.10637413204683477
45,0.05584809960643955
46,0.07113575843464848
47,0.08445647525930267
48,0.08397292524015176
