,0
0,0.03908341324464748
1,0.023986467560606517
2,0.05607617027673484
3,0.012528589438270066
4,0.005285847495154039
5,0.016613461400330598
6,0.07809610777662979
7,0.09376955980180968
8,0.08231365525866663
9,0.1115289505075775
10,0.03215905333354341
11,0.061076659318045845
12,0.11329409375190724
13,0.08497010181030495
14,0.09558926233469389
15,0.08130648897426995
16,0.058840686110531504
17,0.0524924619558752
18,0.07464952370431321
19,0.0715383362850649
20,0.038673275689054765
21,0.09988038191766813
22,0.019102339376620425
23,0.016323267778566186
24,0.01451982926106088
25,-0.03293079342522409
26,0.02329840119391413
27,0.058339673375534584
28,0.020927732243855468
29,0.023291015773327595
30,0.03715516048514145
31,0.07271173104682538
32,0.10421864226499888
33,0.029702135437126298
34,0.08925935857311385
35,0.08312620274916904
36,0.05383800884258938
37,0.002003872402184026
38,0.0736890521810355
39,0.13277808244900868
40,0.10269431172804544
41,0.034345277877448566
42,0.027858340841225848
43,0.021937207349802423
44,0.08225573902815975
45,0.05238907468185483
46,0.0603748475478364
47,0.08389354520251713
48,0.08433718405937696
