,0
0,0.0376125511813904
1,0.023323392745960847
2,0.056953190750923866
3,0.016012720480045095
4,0.0055091358787694444
5,0.014129594824270453
6,0.08196342573827264
7,0.08817147486365429
8,0.07324936928951609
9,0.10970652039522599
10,0.03502921675950654
11,0.06386932428843128
12,0.11476815877803648
13,0.0869540832801059
14,0.09247111741318759
15,0.07907142573125558
16,0.05836418958567957
17,0.053521333261842274
18,0.07455397371078265
19,0.07550272769392341
20,0.05123486058205495
21,0.10566500377436128
22,0.015501882568526915
23,0.017688444269048476
24,0.014355598084381471
25,-0.033154603961473184
26,0.02096529836390537
27,0.056071128513229596
28,0.007327363004139387
29,0.022730596887902244
30,0.035026088964099866
31,0.06990481826357475
32,0.10240238054235751
33,0.03228503170467267
34,0.08466794043477843
35,0.08314204068545505
36,0.0520568543090969
37,0.010893360292310361
38,0.07293637845092327
39,0.12716744912180045
40,0.10135879187217844
41,0.0366301022878186
42,0.028473921566672278
43,0.029419067003330523
44,0.08961524980183477
45,0.05548438779895026
46,0.06205247606326758
47,0.08460385878960885
48,0.08442374511207917
