,0
0,0.050217999875304065
1,0.02386323447794514
2,0.054428572957592625
3,0.031987262755146406
4,0.023486807986731528
5,0.04403427326003584
6,0.08918309500358612
7,0.09707587564246822
8,0.0750955381650874
9,0.10660314017789374
10,0.04160071465798276
11,0.06345161963647694
12,0.11553880554658147
13,0.09377531834422304
14,0.08902243653813702
15,0.07492007602723738
16,0.06503335677101363
17,0.05918503404715336
18,0.07763533945604284
19,0.09193983565413821
20,0.06120784447655381
21,0.10181007219650617
22,0.03830195497250999
23,0.02786876381052683
24,0.02601858256716949
25,-0.01202297300951738
26,0.035027123129680926
27,0.06495059712208495
28,0.03566253888752735
29,0.031339040683005415
30,0.06472847515806046
31,0.079640641465898
32,0.11854094783496272
33,0.050358970372106904
34,0.12281886545098841
35,0.11511927219957685
36,0.08434956675356442
37,0.029316171166746896
38,0.09176477711454056
39,0.12961244230533597
40,0.1085107217096638
41,0.045803841428407654
42,0.02711693201006138
43,0.04543932672025908
44,0.09215319768900399
45,0.06820678900175137
46,0.0929679758121702
47,0.09899432037405542
48,0.09859274294197462
