,0
0,0.047107078002434855
1,0.035712160730214326
2,0.05991390431197707
3,0.03331729216591295
4,0.021378214453707134
5,0.04604425484143804
6,0.08172551547916229
7,0.08609352480492205
8,0.0806940836109643
9,0.11778981920487452
10,0.05446207172623718
11,0.07210825819076827
12,0.10441578234050164
13,0.07635908175401984
14,0.0889300591625769
15,0.07838395901104311
16,0.06285870721737108
17,0.05372912335071878
18,0.07000603556939644
19,0.09037810426928372
20,0.07860924906444267
21,0.12324608131506998
22,0.020141559522137475
23,0.02925826719664204
24,0.025219089064523526
25,-0.021924632607547956
26,0.031911319044758746
27,0.06370316159707357
28,0.030099033305511558
29,0.04262170478554694
30,0.04726634517293482
31,0.08117795517845694
32,0.1058707647032856
33,0.06624976092476909
34,0.09374137999953303
35,0.10065932282609191
36,0.08241517785467345
37,0.016152791914042508
38,0.0752697181410098
39,0.1320878604968404
40,0.112731799075805
41,0.05358822750482595
42,0.03359924957436755
43,0.047912834044649966
44,0.10486276165366748
45,0.05808235293567088
46,0.07123640034294587
47,0.09396791913813574
48,0.08271385913813356
