,0
0,0.03746202583632208
1,0.024035661814516662
2,0.05429384690906336
3,0.021096085829806266
4,0.00549599491621755
5,0.025953929604205395
6,0.076875227346899
7,0.08721801009929364
8,0.07457152054421745
9,0.10990504724600525
10,0.038825537777122165
11,0.05766411126477955
12,0.10310815877808355
13,0.0823111939534027
14,0.09219703747428243
15,0.07916289965640488
16,0.05239129434867962
17,0.05605239780521609
18,0.0730664182784555
19,0.07047395988247851
20,0.05333188608335837
21,0.10347414953193845
22,0.018052499216636098
23,0.02168164982104903
24,0.016614326894287657
25,-0.016096859113726936
26,0.019372204550623717
27,0.05975984312261462
28,0.02168194407980495
29,0.042270870563810736
30,0.038537235783352
31,0.07677526338579577
32,0.1080695750341426
33,0.03976319587740684
34,0.08522083475504116
35,0.09043572902141594
36,0.07438065430093244
37,0.009222688861172279
38,0.06581330493142878
39,0.13004961892734856
40,0.10676535967292822
41,0.03319496133228916
42,0.03107426601510499
43,0.03426928497527382
44,0.08740489100830251
45,0.046170126636990605
46,0.07163939928749996
47,0.08888104463396684
48,0.07386026281387092
