,0
0,0.03018227027726328
1,-0.00011566156332221134
2,0.05509359601778241
3,0.0076457808182740505
4,-0.004876125817503851
5,0.013837126323047788
6,0.057833721778290714
7,0.07217793277912621
8,0.070085305536706
9,0.10171081753399314
10,0.0058427565162441075
11,0.06241395016923934
12,0.11112390467602862
13,0.07964701718255263
14,0.08538086721562721
15,0.07311961556293844
16,0.047602214341911475
17,0.05966359387568165
18,0.06800864150784924
19,0.06996534282580902
20,0.03712188287226936
21,0.10646692527447832
22,0.006587583058750068
23,0.013295162680310724
24,0.012217921409586219
25,-0.05477100201038487
26,0.017514171873170725
27,0.05170050918152491
28,0.00271229696753994
29,0.009445075493099586
30,0.01841212477206755
31,0.05675516257145452
32,0.08446981921420016
33,0.02642236812785992
34,0.056761462018140585
35,0.0798736931930556
36,0.05125187884870597
37,-0.025130888745171776
38,0.06140437387614639
39,0.10916452890183204
40,0.09846269084984083
41,0.024294431867852517
42,0.023128384006564695
43,-0.0019840688186505417
44,0.07110862475891777
45,0.04248279607539418
46,0.04955051160795576
47,0.05644591961863055
48,0.08795532610463497
