,0
0,0.5173214607225511
1,0.5127373631496521
2,0.5679103005996013
3,0.58528879090366
4,0.5169517462181463
5,0.6737933270725339
6,0.7380740366884556
7,0.8119452073249251
8,0.7065287490218158
9,0.8467617131959944
10,0.7761652485712915
11,0.7593642546133103
12,0.8503318814294072
13,0.7451539649721198
14,0.7110319780458417
15,0.7458059605562072
16,0.7523539583337685
17,0.6925374771132516
18,0.7217253679100951
19,0.47814957746760717
20,0.8781989520403237
21,0.7678290579196972
22,0.45768993128061436
23,0.48449972052898954
24,0.46429406318447397
25,0.7142809613713291
26,0.48395460313536204
27,0.6246613225731802
28,0.650905289939437
29,0.5326735776780186
30,0.7902418362071741
31,0.5511107958758124
32,0.5709568934933079
33,1.0095344412098652
34,0.5749561437937647
35,0.5524026370697573
36,0.6894214963837938
37,0.571992340717971
38,0.47407642099778147
39,0.7212813040935534
40,0.7608273773201701
41,0.5856011216806133
42,0.6670050616535088
43,0.4719406114429533
44,1.0143100155154754
45,0.5595666417188134
46,0.4908479739552965
47,0.6406214629613288
48,1.0972378295976046
